0,0,Tensor:(63.132318716360885, training=True),[47.86234966665927, -0.6646052424673239, 48.668048570605414, -6.938893903907228e-18]
0,64,Tensor:(3.9245353344478593, training=True),[-423.5747377469024, -5.351941379248549, 48.668048570605414, 1.1796119636642288e-16]
0,65,Tensor:(2.2710536011687155, training=True),[-423.64164821332855, -5.356423619135137, 48.66804857060542, 6.938893903907228e-17]
0,66,Tensor:(3.3141073651112247, training=True),[-427.77133052891566, -5.397756182956931, 48.66804857060541, 7.632783294297951e-17]
0,67,Tensor:(2.879931793684627, training=True),[-429.95283203869457, -5.424965222431963, 48.66804857060541, 6.245004513516506e-17]
0,68,Tensor:(3.5190186127281082, training=True),[-433.8681509745115, -5.4638009648520995, 48.668048570605414, 7.632783294297951e-17]
0,69,Tensor:(3.8751600723176636, training=True),[-438.24371437995626, -5.5037749221408685, 48.668048570605414, 3.469446951953614e-17]
0,70,Tensor:(2.7147111879445, training=True),[-440.93965050400664, -5.531257824633324, 48.668048570605414, 4.163336342344337e-17]
0,71,Tensor:(2.859543158199165, training=True),[-442.65989469268, -5.5466747858160135, 48.66804857060541, 6.938893903907228e-17]
0,72,Tensor:(3.3708757675328274, training=True),[-445.3815111647561, -5.583335626219943, 48.668048570605414, 5.551115123125783e-17]
0,73,Tensor:(2.2950645085149977, training=True),[-446.5012286616826, -5.600755540816831, 48.66804857060541, 4.85722573273506e-17]
0,74,Tensor:(3.415419541562215, training=True),[-448.55805916437726, -5.62310990260872, 48.66804857060541, 8.326672684688674e-17]
0,75,Tensor:(2.2782816491037345, training=True),[-448.6804530382583, -5.623982311269725, 48.668048570605414, 4.85722573273506e-17]
0,76,Tensor:(3.0079100469413373, training=True),[-451.7760956932693, -5.659505850787765, 48.668048570605414, 6.938893903907228e-17]
0,77,Tensor:(3.5917904335644635, training=True),[-454.4012311140143, -5.6854933529986305, 48.66804857060542, 5.551115123125783e-17]
0,78,Tensor:(3.538263385566252, training=True),[-457.3003671323206, -5.713977215379143, 48.668048570605414, 2.7755575615628914e-17]
0,79,Tensor:(3.0907224194374936, training=True),[-460.20231984338636, -5.74084732187181, 48.668048570605414, 2.7755575615628914e-17]
0,80,Tensor:(2.5736693918094717, training=True),[-462.6371687785392, -5.760828918226302, 48.668048570605414, 1.3877787807814457e-17]
0,81,Tensor:(2.3515803234356127, training=True),[-463.2813940191307, -5.768419583435257, 48.66804857060541, 4.163336342344337e-17]
0,82,Tensor:(3.9747217561153114, training=True),[-466.9989752804128, -5.809554978787677, 48.66804857060541, 6.245004513516506e-17]
0,83,Tensor:(3.087145995742574, training=True),[-469.5225312738637, -5.835330621944642, 48.66804857060541, 3.469446951953614e-17]
0,84,Tensor:(2.9485575930644363, training=True),[-469.48821503686105, -5.8395826068592225, 48.668048570605414, 8.326672684688674e-17]
0,85,Tensor:(2.384652517378646, training=True),[-472.1532453459862, -5.860665425327156, 48.66804857060541, 6.938893903907228e-17]
0,86,Tensor:(2.2690461806103808, training=True),[-474.65648029024123, -5.883569404877067, 48.66804857060541, 8.326672684688674e-17]
0,87,Tensor:(3.645885901265781, training=True),[-480.04732311799376, -5.934835304690728, 48.66804857060542, 8.326672684688674e-17]
0,88,Tensor:(3.2846798602019516, training=True),[-484.1880472755013, -5.976500560988915, 48.668048570605414, 9.71445146547012e-17]
0,89,Tensor:(2.3188797599842417, training=True),[-486.5677458872981, -5.998613627143696, 48.66804857060541, 1.1102230246251565e-16]
0,90,Tensor:(2.26463521335596, training=True),[-489.6788102101339, -6.030504444941111, 48.66804857060542, 9.71445146547012e-17]
0,91,Tensor:(2.514038602703962, training=True),[-490.3732970265027, -6.0444752240478445, 48.668048570605414, 6.938893903907228e-17]
0,92,Tensor:(2.600551951001395, training=True),[-490.9860857759127, -6.051225340334966, 48.66804857060542, 9.71445146547012e-17]
0,93,Tensor:(3.13887041129502, training=True),[-492.2063793224562, -6.061796875713149, 48.66804857060542, 9.71445146547012e-17]
0,94,Tensor:(2.376011280884677, training=True),[-495.28412459017386, -6.086915402627918, 48.668048570605414, 1.1102230246251565e-16]
0,95,Tensor:(2.660863161176623, training=True),[-496.2611932985619, -6.099804685355498, 48.66804857060541, 1.249000902703301e-16]
0,96,Tensor:(2.405259936865064, training=True),[-498.74178074952835, -6.127306227418195, 48.668048570605414, 1.1102230246251565e-16]
0,97,Tensor:(2.5108747770825293, training=True),[-501.6916726221992, -6.161816310288657, 48.66804857060542, 1.1102230246251565e-16]
0,98,Tensor:(2.370336341645925, training=True),[-504.33333026286334, -6.187479519354395, 48.668048570605414, 8.326672684688674e-17]
0,99,Tensor:(1.7286367803272698, training=True),[-504.8442546176769, -6.192547132378952, 48.668048570605414, 8.326672684688674e-17]
0,100,Tensor:(2.4974195646450017, training=True),[-506.7677585234402, -6.204452793294184, 48.668048570605414, 1.249000902703301e-16]
0,101,Tensor:(3.0500602429531187, training=True),[-508.9394135897394, -6.225580377421876, 48.66804857060542, 1.1102230246251565e-16]
0,102,Tensor:(2.5514167647598343, training=True),[-511.4297939178002, -6.24669510897152, 48.66804857060542, 1.5265566588595902e-16]
0,103,Tensor:(1.632985281488809, training=True),[-512.5507013647763, -6.257885966322042, 48.66804857060542, 1.1102230246251565e-16]
0,104,Tensor:(1.9679461823935716, training=True),[-513.7603883933757, -6.270964194567555, 48.66804857060542, 1.249000902703301e-16]
0,105,Tensor:(2.012663499801957, training=True),[-514.5738202409834, -6.282130819060221, 48.66804857060543, 1.1102230246251565e-16]
0,106,Tensor:(2.1939057650225315, training=True),[-517.457169166034, -6.307091266670377, 48.66804857060542, 9.71445146547012e-17]
0,107,Tensor:(2.682822046078416, training=True),[-519.800326813859, -6.33370764192583, 48.66804857060542, 1.3877787807814457e-16]
0,108,Tensor:(1.924446131834214, training=True),[-520.924035082238, -6.347471847968375, 48.66804857060542, 1.1102230246251565e-16]
0,109,Tensor:(1.3865195674607644, training=True),[-521.9762690806605, -6.357866730247111, 48.66804857060542, 1.1102230246251565e-16]
0,110,Tensor:(2.0853334487857533, training=True),[-522.2652964906273, -6.363315260247928, 48.668048570605414, 1.6653345369377348e-16]
0,111,Tensor:(1.4859788588695202, training=True),[-523.4535025273121, -6.373301784527516, 48.66804857060542, 1.249000902703301e-16]
0,112,Tensor:(1.5702104798033603, training=True),[-525.3403081972506, -6.392785581257881, 48.66804857060542, 1.5265566588595902e-16]
0,113,Tensor:(2.006748991722097, training=True),[-526.4124064593145, -6.402599488796499, 48.66804857060542, 1.6653345369377348e-16]
0,114,Tensor:(1.6751461722653715, training=True),[-527.7054724993104, -6.416090344354463, 48.66804857060542, 1.942890293094024e-16]
0,115,Tensor:(2.8424149513578247, training=True),[-529.9253940757004, -6.43953725627788, 48.668048570605414, 1.5265566588595902e-16]
0,116,Tensor:(2.2220034587662747, training=True),[-531.6476695344251, -6.456636327608983, 48.66804857060542, 1.3877787807814457e-16]
0,117,Tensor:(2.8172216358230067, training=True),[-533.2865165320771, -6.47382767766717, 48.66804857060542, 1.249000902703301e-16]
0,118,Tensor:(2.108419198418906, training=True),[-534.5912899485395, -6.488761142860477, 48.668048570605414, 1.5265566588595902e-16]
0,119,Tensor:(2.571428426726265, training=True),[-537.0909410471479, -6.51702716728156, 48.66804857060542, 1.3877787807814457e-16]
0,120,Tensor:(2.081417712862078, training=True),[-537.1386514302212, -6.5167894426208965, 48.66804857060542, 1.249000902703301e-16]
0,121,Tensor:(2.065713437406326, training=True),[-537.7976928179893, -6.524307171883014, 48.66804857060542, 1.5265566588595902e-16]
0,122,Tensor:(2.3894250346814614, training=True),[-538.8936559002915, -6.534216192523177, 48.66804857060542, 1.249000902703301e-16]
0,123,Tensor:(2.7060643159478195, training=True),[-542.0600100327574, -6.564433216339179, 48.66804857060542, 1.249000902703301e-16]
0,124,Tensor:(2.4612738380385557, training=True),[-544.2400849092602, -6.585415008729026, 48.66804857060542, 1.249000902703301e-16]
0,125,Tensor:(2.202920817715337, training=True),[-545.5897031533124, -6.597284803960848, 48.66804857060542, 1.1102230246251565e-16]
0,126,Tensor:(2.668742110800998, training=True),[-548.0810348397255, -6.621587091997602, 48.66804857060542, 1.5265566588595902e-16]
0,127,Tensor:(2.684455975914844, training=True),[-550.74226350506, -6.649489577824362, 48.66804857060542, 1.6653345369377348e-16]
0,128,Tensor:(1.9547224385230235, training=True),[-551.7349229846734, -6.661183239440049, 48.66804857060542, 1.3877787807814457e-16]
0,129,Tensor:(2.322756808209154, training=True),[-552.0851464415664, -6.66584508835464, 48.66804857060542, 1.3877787807814457e-16]
0,130,Tensor:(2.023898773456642, training=True),[-552.8410471584565, -6.676061956945564, 48.66804857060542, 1.5265566588595902e-16]
0,131,Tensor:(1.7218339548773847, training=True),[-554.8540439952907, -6.695142520314591, 48.668048570605414, 1.8041124150158794e-16]
0,132,Tensor:(1.1752163459728564, training=True),[-555.5539019690688, -6.704200818645034, 48.66804857060542, 1.1102230246251565e-16]
0,133,Tensor:(2.0409265761578697, training=True),[-556.5250629593766, -6.712936696110032, 48.66804857060542, 1.3877787807814457e-16]
0,134,Tensor:(2.015394731547141, training=True),[-557.0931522240472, -6.720336762436921, 48.668048570605414, 1.249000902703301e-16]
0,135,Tensor:(1.4847366944299998, training=True),[-557.6973692761302, -6.725947514242912, 48.66804857060542, 1.6653345369377348e-16]
0,136,Tensor:(2.0354381016931296, training=True),[-559.3639094514135, -6.744651232324169, 48.66804857060542, 1.942890293094024e-16]
0,137,Tensor:(3.354906055840782, training=True),[-564.3523248723094, -6.798354271072663, 48.66804857060542, 1.6653345369377348e-16]
0,138,Tensor:(1.3642564641135217, training=True),[-564.9862328529596, -6.8038558296699065, 48.66804857060542, 1.8041124150158794e-16]
0,139,Tensor:(2.1481088929122345, training=True),[-566.7292310357782, -6.823505201126316, 48.66804857060542, 1.6653345369377348e-16]
0,140,Tensor:(1.777915106173899, training=True),[-567.551042109229, -6.8302532878165465, 48.66804857060542, 1.6653345369377348e-16]
0,141,Tensor:(1.7595565473584593, training=True),[-568.5789262265364, -6.841074862963517, 48.66804857060542, 1.5265566588595902e-16]
0,142,Tensor:(2.6643218330110456, training=True),[-570.5466193945601, -6.870438202210986, 48.66804857060542, 1.6653345369377348e-16]
0,143,Tensor:(2.677596839181719, training=True),[-572.821482032055, -6.88938732001447, 48.66804857060542, 1.249000902703301e-16]
0,144,Tensor:(1.4303759306058432, training=True),[-573.8941290089399, -6.898203365087751, 48.66804857060542, 1.8041124150158794e-16]
0,145,Tensor:(2.465399752378167, training=True),[-576.1933147975328, -6.923878216899076, 48.66804857060543, 1.249000902703301e-16]
0,146,Tensor:(2.235313401361221, training=True),[-577.3343490751834, -6.940958622127219, 48.66804857060542, 1.3877787807814457e-16]
0,147,Tensor:(2.439874546552244, training=True),[-580.4657031781412, -6.969093628735644, 48.66804857060542, 1.249000902703301e-16]
0,148,Tensor:(2.2157756322065665, training=True),[-583.5809279985696, -7.0001048193874515, 48.66804857060542, 1.1102230246251565e-16]
0,149,Tensor:(1.7309496918292826, training=True),[-583.6485664179779, -7.003504299709753, 48.66804857060542, 1.249000902703301e-16]
0,150,Tensor:(1.83393545090226, training=True),[-584.5589014073084, -7.015433973203308, 48.66804857060542, 1.1102230246251565e-16]
0,151,Tensor:(1.7771496374317162, training=True),[-586.0191897409745, -7.033999772873184, 48.668048570605414, 1.1102230246251565e-16]
0,152,Tensor:(1.2869474826325784, training=True),[-585.9666978087382, -7.033995968885248, 48.66804857060543, 9.71445146547012e-17]
0,153,Tensor:(1.4138594628488175, training=True),[-586.7580724012118, -7.040585378569713, 48.66804857060542, 1.5265566588595902e-16]
0,154,Tensor:(1.560078139066535, training=True),[-586.689224585499, -7.040669233025674, 48.66804857060542, 1.249000902703301e-16]
0,155,Tensor:(1.7368915010910624, training=True),[-588.1606343417193, -7.054538141812726, 48.66804857060542, 1.249000902703301e-16]
0,156,Tensor:(1.4004719381048334, training=True),[-588.761502160564, -7.059933553289032, 48.66804857060542, 1.3877787807814457e-16]
0,157,Tensor:(1.7409880104924258, training=True),[-589.5869627375057, -7.074957976875458, 48.66804857060542, 1.249000902703301e-16]
0,158,Tensor:(2.039519223997255, training=True),[-590.9518464621998, -7.087973009575399, 48.668048570605414, 1.3877787807814457e-16]
0,159,Tensor:(1.8349956878711113, training=True),[-592.1722655617622, -7.100007199091951, 48.66804857060542, 9.71445146547012e-17]
0,160,Tensor:(2.028123322532348, training=True),[-593.5438648630243, -7.113593740694706, 48.66804857060542, 1.3877787807814457e-16]
0,161,Tensor:(1.7592146000348954, training=True),[-594.5003093709854, -7.12317426701852, 48.66804857060542, 1.249000902703301e-16]
0,162,Tensor:(1.8314133621656858, training=True),[-594.6440405079446, -7.128140014539163, 48.668048570605414, 1.249000902703301e-16]
0,163,Tensor:(1.1117672570495272, training=True),[-595.0537538756913, -7.133346906289587, 48.66804857060542, 1.249000902703301e-16]
0,164,Tensor:(1.2091920894623989, training=True),[-594.8816776358888, -7.132154572746957, 48.66804857060542, 1.1102230246251565e-16]
0,165,Tensor:(1.3850902969734438, training=True),[-595.3469287548728, -7.136901312976441, 48.66804857060542, 9.71445146547012e-17]
0,166,Tensor:(1.1042504368254382, training=True),[-595.8915754230271, -7.144201329481314, 48.66804857060542, 1.3877787807814457e-16]
0,167,Tensor:(2.24864670005887, training=True),[-599.423504092526, -7.180185703504847, 48.668048570605414, 9.71445146547012e-17]
0,168,Tensor:(1.8786962421511328, training=True),[-601.0031386259167, -7.197737046010298, 48.66804857060542, 1.1102230246251565e-16]
0,169,Tensor:(2.3450101698724968, training=True),[-602.9456853370784, -7.216286077601176, 48.66804857060542, 1.6653345369377348e-16]
0,170,Tensor:(1.6995123695502843, training=True),[-603.6666679050004, -7.223810441740655, 48.66804857060542, 1.3877787807814457e-16]
0,171,Tensor:(1.6293169022796068, training=True),[-604.2858294673848, -7.231003166642775, 48.66804857060542, 1.249000902703301e-16]
0,172,Tensor:(1.7759327869293304, training=True),[-605.2483676565677, -7.242732902062939, 48.66804857060542, 1.1102230246251565e-16]
0,173,Tensor:(1.519717964065893, training=True),[-605.7963790622488, -7.250861960231976, 48.66804857060542, 9.71445146547012e-17]
0,174,Tensor:(1.711087090430687, training=True),[-606.9129411654701, -7.2607085768697175, 48.66804857060542, 1.3877787807814457e-16]
0,175,Tensor:(2.0545763679420315, training=True),[-608.887324595279, -7.27988804626017, 48.66804857060542, 1.6653345369377348e-16]
0,176,Tensor:(1.8213428597301058, training=True),[-609.9860756653791, -7.29315823421493, 48.66804857060543, 1.3877787807814457e-16]
0,177,Tensor:(1.971885947886886, training=True),[-612.3361517393048, -7.317118253758535, 48.66804857060542, 1.6653345369377348e-16]
0,178,Tensor:(1.7095036364942495, training=True),[-613.7611452578783, -7.332452299093234, 48.668048570605414, 1.1102230246251565e-16]
0,179,Tensor:(1.0652764937424823, training=True),[-614.0532035704315, -7.335027467379906, 48.668048570605414, 9.71445146547012e-17]
0,180,Tensor:(1.3101022951709629, training=True),[-614.4068728841339, -7.341334945941129, 48.66804857060542, 1.3877787807814457e-16]
0,181,Tensor:(1.0092190456686092, training=True),[-613.8977826215294, -7.335738684619904, 48.66804857060542, 1.5265566588595902e-16]
0,182,Tensor:(1.1252745493881888, training=True),[-613.8153684520878, -7.334637916699597, 48.66804857060542, 1.3877787807814457e-16]
0,183,Tensor:(1.529073641061028, training=True),[-613.8898740333808, -7.335158689528784, 48.66804857060542, 1.3877787807814457e-16]
0,184,Tensor:(1.2796202032102162, training=True),[-614.2293702752614, -7.337637024384981, 48.66804857060543, 8.326672684688674e-17]
0,185,Tensor:(1.4386287083764524, training=True),[-615.662199101979, -7.353814758724621, 48.66804857060542, 1.249000902703301e-16]
0,186,Tensor:(1.4587200810250942, training=True),[-616.866630136354, -7.365191079051876, 48.66804857060542, 1.1102230246251565e-16]
0,187,Tensor:(1.5360472868298027, training=True),[-617.5216978022662, -7.373118700106506, 48.66804857060542, 1.249000902703301e-16]
0,188,Tensor:(1.2495527819957817, training=True),[-618.0295290463228, -7.3802802603342705, 48.66804857060542, 9.71445146547012e-17]
0,189,Tensor:(1.516972024790851, training=True),[-618.0209746015109, -7.380978166374447, 48.66804857060542, 8.326672684688674e-17]
0,190,Tensor:(1.4999383587500617, training=True),[-618.6963362644011, -7.389996148968763, 48.66804857060542, 1.3877787807814457e-16]
0,191,Tensor:(1.4439920061041138, training=True),[-619.1272078637269, -7.3946127917376945, 48.66804857060542, 1.3877787807814457e-16]
0,192,Tensor:(1.615102132659144, training=True),[-619.4500434488979, -7.396760293353404, 48.66804857060542, 1.3877787807814457e-16]
0,193,Tensor:(1.3895033743816172, training=True),[-619.8826190261186, -7.401094898847072, 48.66804857060542, 5.551115123125783e-17]
0,194,Tensor:(1.3642266289255673, training=True),[-619.5654049927066, -7.396714345870525, 48.66804857060542, 5.551115123125783e-17]
0,195,Tensor:(1.464055181401408, training=True),[-620.6914200687437, -7.4114968091281375, 48.66804857060542, 8.326672684688674e-17]
0,196,Tensor:(1.2347065850331507, training=True),[-620.4503761896317, -7.412898543041599, 48.66804857060542, 8.326672684688674e-17]
0,197,Tensor:(0.6011780860202799, training=True),[-620.085709757607, -7.4085387338647175, 48.66804857060542, 5.551115123125783e-17]
0,198,Tensor:(1.8941869593702487, training=True),[-621.395117835153, -7.421587478649181, 48.66804857060542, 8.326672684688674e-17]
0,199,Tensor:(1.908613988865521, training=True),[-622.6527290571962, -7.436057896896079, 48.66804857060542, 2.7755575615628914e-17]
0,200,Tensor:(1.777608378170998, training=True),[-624.1608000944036, -7.447583154635707, 48.66804857060542, 5.551115123125783e-17]
0,201,Tensor:(1.3018013673640751, training=True),[-625.0281510247628, -7.454177146170808, 48.66804857060542, 1.1102230246251565e-16]
0,202,Tensor:(1.7930265067777287, training=True),[-626.5817920331401, -7.468507951710817, 48.66804857060542, 2.7755575615628914e-17]
0,203,Tensor:(1.342236041332901, training=True),[-626.9307215410591, -7.472357725119412, 48.66804857060542, 5.551115123125783e-17]
0,204,Tensor:(1.084693272610775, training=True),[-626.563923706509, -7.471506418905614, 48.66804857060543, 8.326672684688674e-17]
0,205,Tensor:(1.2215310016978882, training=True),[-626.9042425059382, -7.476142543949541, 48.66804857060542, 8.326672684688674e-17]
0,206,Tensor:(1.1463518012448608, training=True),[-627.5577176991627, -7.483897143840593, 48.66804857060543, 1.3877787807814457e-16]
0,207,Tensor:(1.5623160406317103, training=True),[-628.3670077354232, -7.495998738854459, 48.66804857060542, 1.3877787807814457e-16]
0,208,Tensor:(1.2364987890757677, training=True),[-628.3744435658266, -7.494189877088662, 48.66804857060543, 8.326672684688674e-17]
0,209,Tensor:(1.6549418674323135, training=True),[-629.1340157442604, -7.504190587305165, 48.66804857060543, 5.551115123125783e-17]
0,210,Tensor:(1.4920782459421846, training=True),[-629.8756501272762, -7.510061852089788, 48.66804857060542, 1.1102230246251565e-16]
0,211,Tensor:(1.5891112962196263, training=True),[-630.8866073673222, -7.520353755021444, 48.66804857060542, 1.1102230246251565e-16]
0,212,Tensor:(0.8798712406021651, training=True),[-630.7000427560291, -7.517275811330271, 48.66804857060543, 1.3877787807814457e-16]
0,213,Tensor:(1.5781096343496264, training=True),[-632.1833254201474, -7.533053222222276, 48.66804857060542, 1.3877787807814457e-16]
0,214,Tensor:(1.3105352985584695, training=True),[-632.9969339278601, -7.541099480269288, 48.66804857060543, 1.1102230246251565e-16]
0,215,Tensor:(1.419155370856918, training=True),[-634.6467245922245, -7.557108799789004, 48.66804857060542, 1.3877787807814457e-16]
0,216,Tensor:(1.5148468378285225, training=True),[-636.0737540456187, -7.572306833486912, 48.66804857060542, 8.326672684688674e-17]
